head	relation_type	term	term_key	zh_or_note	raw
insufficiency	family	insufficiently	insufficiently	adv. 不充分地	insufficiently | adv. 不充分地 | insufficiently funded | 资金不足
insufficiency	family	sufficiency	sufficiency	n. 充分	sufficiency | n. 充分 | data sufficiency | 数据充分性
insufficiency	kin	suffice	suffice	v. 足够	suffice | v. 足够 | evidence suffices / suffice for basic needs | 证据足够；足以满足基本需求
insufficiency	kin	efficient	efficient	adj. 高效的	efficient | adj. 高效的 | efficient transport / efficient learning | 高效交通；高效学习
insufficiency	kin	deficiency	deficiency	n. 不足；缺乏	deficiency | n. 不足；缺乏 | nutrient deficiency / legal deficiency | 营养缺乏；法律不足
definitive	family	definition	definition	n. 定义	definition | n. 定义 | clear definition | 清晰定义
definitive	family	definitively	definitively	adv. 最终地	definitively | adv. 最终地 | prove definitively | 最终证明
definitive	family	defined	defined	adj. 被定义的	defined | adj. 被定义的 | defined standard | 明确标准
definitive	kin	define	define	v. 定义；限定	define | v. 定义；限定 | define a concept / define boundaries | 定义概念；划定边界
definitive	kin	final	final	adj. 最终的	final | adj. 最终的 | final decision / final exam | 最终决定；期末考试
definitive	kin	infinite	infinite	adj. 无限的	infinite | adj. 无限的 | infinite possibilities / infinite series | 无限可能；无穷级数
decisive	family	decision	decision	n. 决定	decision | n. 决定 | policy decision | 政策决定
decisive	family	decisively	decisively	adv. 果断地	decisively | adv. 果断地 | act decisively | 果断行动
decisive	family	decisiveness	decisiveness	n. 果断	decisiveness | n. 果断 | decisiveness in crisis | 危机中的果断
decisive	kin	decide	decide	v. 决定	decide | v. 决定 | decide policy / decide a case | 决定政策；裁决案件
decisive	kin	decision	decision	n. 决定	decision | n. 决定 | policy decision / court decision | 政策决定；法院判决
decisive	kin	incision	incision	n. 切口	incision | n. 切口 | surgical incision / small incision | 手术切口；小切口
degrade	family	degradation	degradation	n. 退化；损害	degradation | n. 退化；损害 | environmental degradation | 环境退化
degrade	family	degraded	degraded	adj. 被降低的	degraded | adj. 被降低的 | degraded soil | 退化土壤
degrade	family	degrading	degrading	adj. 有辱人格的；退化的	degrading | adj. 有辱人格的；退化的 | degrading treatment | 有辱人格的待遇
degrade	kin	grade	grade	n./v. 等级；评分	grade | n./v. 等级；评分 | grade essays / income grade | 给作文评分；收入等级
degrade	kin	gradual	gradual	adj. 逐渐的	gradual | adj. 逐渐的 | gradual decline / gradual reform | 逐渐下降；渐进改革
degrade	kin	upgrade	upgrade	v./n. 升级	upgrade | v./n. 升级 | upgrade infrastructure / software upgrade | 升级基础设施；软件升级
deteriorate	family	deterioration	deterioration	n. 恶化	deterioration | n. 恶化 | environmental deterioration | 环境恶化
deteriorate	family	deteriorated	deteriorated	adj. 恶化的	deteriorated | adj. 恶化的 | deteriorated health | 恶化健康
deteriorate	family	deteriorating	deteriorating	adj. 正在恶化的	deteriorating | adj. 正在恶化的 | deteriorating conditions | 恶化条件
deteriorate	kin	interior	interior	n./adj. 内部；内部的	interior | n./adj. 内部；内部的 | building interior / interior design | 建筑内部；室内设计
deteriorate	kin	exterior	exterior	n./adj. 外部；外部的	exterior | n./adj. 外部；外部的 | building exterior / exterior wall | 建筑外部；外墙
deteriorate	kin	territory	territory	n. 领土；领域	territory | n. 领土；领域 | urban territory / territory dispute | 城市空间；领土争端
delineate	family	delineation	delineation	n. 描绘；划定	delineation | n. 描绘；划定 | delineation of boundaries | 边界划定
delineate	family	delineated	delineated	adj. 被划定的	delineated | adj. 被划定的 | delineated area | 被划定区域
delineate	family	delineative	delineative	adj. 描绘性的	delineative | adj. 描绘性的 | delineative map | 描绘性地图
delineate	kin	line	line	n./v. 线；划线	line | n./v. 线；划线 | draw a line / poverty line | 画线；贫困线
delineate	kin	linear	linear	adj. 线性的	linear | adj. 线性的 | linear growth / linear narrative | 线性增长；线性叙事
delineate	kin	outline	outline	n./v. 轮廓；概述	outline | n./v. 轮廓；概述 | outline a plan / clear outline | 概述计划；清晰轮廓
depict	family	depiction	depiction	n. 描绘	depiction | n. 描绘 | realistic depiction | 现实描绘
depict	family	depicted	depicted	adj. 被描绘的	depicted | adj. 被描绘的 | depicted scene | 被描绘场景
depict	family	depictive	depictive	adj. 描绘性的	depictive | adj. 描绘性的 | depictive detail | 描绘性细节
depict	kin	picture	picture	n./v. 图像；描绘	picture | n./v. 图像；描绘 | picture social reality / mental picture | 描绘社会现实；心理图像
depict	kin	pigment	pigment	n. 颜料；色素	pigment | n. 颜料；色素 | natural pigment / skin pigment | 天然颜料；皮肤色素
depict	kin	pictograph	pictograph	n. 象形文字	pictograph | n. 象形文字 | ancient pictograph / pictograph system | 古代象形文字；象形文字系统
demonstrate	family	demonstration	demonstration	n. 证明；示范；示威	demonstration | n. 证明；示范；示威 | public demonstration | 公众示威
demonstrate	family	demonstrated	demonstrated	adj. 被证明的	demonstrated | adj. 被证明的 | demonstrated effect | 被证明的效果
demonstrate	family	demonstrative	demonstrative	adj. 示范的；外露的	demonstrative | adj. 示范的；外露的 | demonstrative example | 示范例子
demonstrate	kin	monster	monster	n. 怪物	monster | n. 怪物 | fictional monster / economic monster | 虚构怪物；经济怪物
demonstrate	kin	muster	muster	v. 集合；鼓起	muster | v. 集合；鼓起 | muster support / muster courage | 争取支持；鼓起勇气
demonstrate	kin	remonstrate	remonstrate	v. 抗议；劝诫	remonstrate | v. 抗议；劝诫 | remonstrate against injustice / remonstrate with officials | 抗议不公；规劝官员
manifest	family	manifestation	manifestation	n. 表现	manifestation | n. 表现 | manifestation of inequality | 不平等表现
manifest	family	manifestly	manifestly	adv. 明显地	manifestly | adv. 明显地 | manifestly unfair | 明显不公平
manifest	family	manifested	manifested	adj. 显现的	manifested | adj. 显现的 | manifested tension | 显现的紧张
manifest	kin	hand	hand	n. 手；人手	hand | n. 手；人手 | manual work / second-hand evidence | 手工劳动；二手证据
manifest	kin	manuscript	manuscript	n. 手稿	manuscript | n. 手稿 | ancient manuscript / submit a manuscript | 古代手稿；提交手稿
manifest	kin	manual	manual	adj./n. 手工的；手册	manual | adj./n. 手工的；手册 | manual labor / instruction manual | 体力劳动；说明书
denote	family	denotation	denotation	n. 指称；本义	denotation | n. 指称；本义 | word denotation | 单词本义
denote	family	denoted	denoted	adj. 被表示的	denoted | adj. 被表示的 | denoted meaning | 被表示含义
denote	family	denotative	denotative	adj. 指称的	denotative | adj. 指称的 | denotative meaning | 指称意义
denote	kin	note	note	n./v. 笔记；指出	note | n./v. 笔记；指出 | research note / note a difference | 研究笔记；指出差异
denote	kin	notation	notation	n. 符号；记号法	notation | n. 符号；记号法 | mathematical notation / musical notation | 数学符号；乐谱记号
denote	kin	annotate	annotate	v. 注释	annotate | v. 注释 | annotate a text / annotate data | 注释文本；标注数据
signify	family	significance	significance	n. 重要性；意义	significance | n. 重要性；意义 | social significance | 社会意义
signify	family	significant	significant	adj. 重要的	significant | adj. 重要的 | significant change | 重大变化
signify	family	signified	signified	adj. 被表示的	signified | adj. 被表示的 | signified meaning | 被表示含义
signify	kin	sign	sign	n./v. 标志；签署	sign | n./v. 标志；签署 | warning sign / sign an agreement | 警告标志；签协议
signify	kin	signal	signal	n./v. 信号；表明	signal | n./v. 信号；表明 | signal strength / signal intention | 信号强度；表明意图
signify	kin	significance	significance	n. 重要性；意义	significance | n. 重要性；意义 | cultural significance / statistical significance | 文化意义；统计显著性
deplete	family	depletion	depletion	n. 耗尽	depletion | n. 耗尽 | resource depletion | 资源耗尽
deplete	family	depleted	depleted	adj. 被耗尽的	depleted | adj. 被耗尽的 | depleted soil | 贫瘠土壤
deplete	family	depleting	depleting	adj. 消耗性的	depleting | adj. 消耗性的 | depleting activity | 消耗性活动
deplete	kin	complete	complete	v./adj. 完成；完整的	complete | v./adj. 完成；完整的 | complete a project / complete data | 完成项目；完整数据
deplete	kin	plenty	plenty	n./pron. 大量	plenty | n./pron. 大量 | plenty of evidence / plenty of time | 大量证据；大量时间
deplete	kin	replenish	replenish	v. 补充	replenish | v. 补充 | replenish water supplies / replenish nutrients | 补充供水；补充营养
exhaust	family	exhaustion	exhaustion	n. 耗尽；疲惫	exhaustion | n. 耗尽；疲惫 | worker exhaustion | 工人疲惫
exhaust	family	exhausted	exhausted	adj. 筋疲力尽的	exhausted | adj. 筋疲力尽的 | exhausted nurse | 疲惫护士
exhaust	family	exhaustive	exhaustive	adj. 详尽的	exhaustive | adj. 详尽的 | exhaustive research | 详尽研究
exhaust	kin	haust	haust	root 抽；吸	haust | root 抽；吸 | exhaust air / haustorium structure | 排出空气；吸器结构
exhaust	kin	inhale	inhale	v. 吸入	inhale | v. 吸入 | inhale smoke / inhale deeply | 吸入烟雾；深吸气
exhaust	kin	exhale	exhale	v. 呼出	exhale | v. 呼出 | exhale slowly / exhale carbon dioxide | 慢慢呼气；呼出二氧化碳
derive	family	derivation	derivation	n. 来源；派生	derivation | n. 来源；派生 | word derivation | 单词派生
derive	family	derived	derived	adj. 派生的；获得的	derived | adj. 派生的；获得的 | derived data | 派生数据
derive	family	derivative	derivative	n. 衍生物	derivative | n. 衍生物 | financial derivative | 金融衍生品
derive	kin	drive	drive	v./n. 驾驶；推动力	drive | v./n. 驾驶；推动力 | drive innovation / drive a car | 推动创新；开车
derive	kin	river	river	n. 河流	river | n. 河流 | river basin / river pollution | 流域；河流污染
derive	kin	drift	drift	v./n. 漂移；趋势	drift | v./n. 漂移；趋势 | iceberg drift / policy drift | 冰山漂移；政策漂移
detach	family	detachment	detachment	n. 分离；超然	detachment | n. 分离；超然 | emotional detachment | 情感抽离
detach	family	detached	detached	adj. 分离的；独立的	detached | adj. 分离的；独立的 | detached house | 独栋住宅
detach	family	detachable	detachable	adj. 可拆卸的	detachable | adj. 可拆卸的 | detachable part | 可拆卸部件
detach	kin	attach	attach	v. 附上；依附	attach | v. 附上；依附 | attach documents / attach importance to education | 附上文件；重视教育
detach	kin	tack	tack	n./v. 大头钉；改变方向	tack | n./v. 大头钉；改变方向 | map tack / change tack | 地图钉；改变策略
detach	kin	touch	touch	v./n. 触碰；联系	touch | v./n. 触碰；联系 | touch a screen / human touch | 触摸屏幕；人情味
separate	family	separation	separation	n. 分离	separation | n. 分离 | waste separation | 垃圾分类
separate	family	separated	separated	adj. 分开的	separated | adj. 分开的 | separated lanes | 分隔车道
separate	family	separately	separately	adv. 分开地	separately | adv. 分开地 | treat separately | 分开处理
separate	kin	prepare	prepare	v. 准备	prepare | v. 准备 | prepare materials / prepare for exams | 准备材料；备考
separate	kin	repair	repair	v./n. 修理	repair | v./n. 修理 | repair roads / repair damage | 修路；修复损害
separate	kin	apparatus	apparatus	n. 装置；机构	apparatus | n. 装置；机构 | laboratory apparatus / state apparatus | 实验装置；国家机器
deterrent	family	deter	deter	v. 阻止	deter | v. 阻止 | deter crime | 阻止犯罪
deterrent	family	deterrence	deterrence	n. 威慑	deterrence | n. 威慑 | nuclear deterrence | 核威慑
deterrent	family	deterring	deterring	adj. 威慑的	deterring | adj. 威慑的 | deterring effect | 威慑效果
deterrent	kin	terror	terror	n. 恐怖	terror | n. 恐怖 | terror attack / public terror | 恐怖袭击；公众恐慌
deterrent	kin	deter	deter	v. 威慑；阻止	deter | v. 威慑；阻止 | deter crime / deter investment | 震慑犯罪；阻碍投资
deterrent	kin	territory	territory	n. 领土；领域	territory | n. 领土；领域 | territorial dispute / research territory | 领土争端；研究领域
disincentive	family	incentive	incentive	n. 激励	incentive | n. 激励 | financial incentive | 经济激励
disincentive	family	disincentivize	disincentivize	v. 抑制	disincentivize | v. 抑制 | disincentivize waste | 抑制浪费
